NAME,B01001_001E,state,county
"Jasper County, Iowa",36891,19,099
"Jasper County, Mississippi",16529,28,061
"Jasper County, Missouri",119238,29,097
"Jasper County, South Carolina",27900,45,053
"Jasper County, Texas",35504,48,241
"Jay County, Indiana",20993,18,075
"Jayuya Municipio, Puerto Rico",14906,72,073
"Jeff Davis County, Georgia",14991,13,161
"Jeff Davis County, Texas",2234,48,243
"Jefferson County, Alabama",659892,01,073
"Jefferson County, Arkansas",70424,05,069
"Jefferson County, Colorado",570427,08,059
"Jefferson County, Florida",14105,12,065
"Jefferson County, Georgia",15772,13,163
"Jefferson County, Idaho",27969,16,051
"Jefferson County, Illinois",38169,17,081
"Jefferson County, Indiana",32237,18,077
"Jefferson County, Iowa",18077,19,101
"Jefferson County, Kansas",18888,20,087
"Jefferson County, Kentucky",767154,21,111
"Jefferson County, Mississippi",7346,28,063
"Jefferson County, Missouri",223302,29,099
"Jefferson County, Montana",11778,30,043
"Jefferson County, Nebraska",7188,31,095
"Jefferson County, New York",114448,36,045
"Jefferson County, Ohio",66886,39,081
"Jefferson County, Oklahoma",6223,40,067
"Jefferson County, Oregon",23143,41,031
"Jefferson County, Pennsylvania",44084,42,065
"Jefferson County, Tennessee",53247,47,089
"Jefferson County, Texas",255210,48,245
"Jefferson County, Washington",30856,53,031
"Jefferson County, West Virginia",56179,54,037
"Jefferson County, Wisconsin",84652,55,055
"Jefferson Davis County, Mississippi",11495,28,065
"Jefferson Davis Parish, Louisiana",31467,22,053
"Jefferson Parish, Louisiana",435300,22,051
"Jenkins County, Georgia",8827,13,165
"Jennings County, Indiana",27727,18,079
"Jerauld County, South Dakota",2029,46,073
"Jerome County, Idaho",23431,16,053
"Jersey County, Illinois",22069,17,083
"Jessamine County, Kentucky",52422,21,113
"Jewell County, Kansas",2916,20,089
"Jim Hogg County, Texas",5282,48,247
"Jim Wells County, Texas",41192,48,249
"Jo Daviess County, Illinois",21834,17,085
"Johnson County, Arkansas",26291,05,071
"Johnson County, Georgia",9730,13,167
"Johnson County, Illinois",12602,17,087
"Johnson County, Indiana",151564,18,081
"Johnson County, Iowa",147001,19,103
"Johnson County, Kansas",585502,20,091
"Johnson County, Kentucky",22843,21,115
"Johnson County, Missouri",53689,29,101
"Johnson County, Nebraska",5197,31,097
"Johnson County, Tennessee",17789,47,091
"Johnson County, Texas",163475,48,251
"Johnson County, Wyoming",8515,56,019
"Johnston County, North Carolina",191172,37,101
"Johnston County, Oklahoma",11041,40,069
"Jones County, Georgia",28548,13,169
"Jones County, Iowa",20568,19,105
"Jones County, Mississippi",68454,28,067
"Jones County, North Carolina",9695,37,103
"Jones County, South Dakota",735,46,075
"Jones County, Texas",19891,48,253
"Josephine County, Oregon",85481,41,033
"Juab County, Utah",10948,49,023
"Juana Díaz Municipio, Puerto Rico",46960,72,075
"Judith Basin County, Montana",1951,30,045
"Juncos Municipio, Puerto Rico",39128,72,077
"Juneau City and Borough, Alaska",32330,02,110
"Juneau County, Wisconsin",26419,55,057
"Juniata County, Pennsylvania",24562,42,067
"Kalamazoo County, Michigan",261573,26,077
"Kalawao County, Hawaii",75,15,005
"Kalkaska County, Michigan",17463,26,079
"Kanabec County, Minnesota",16004,27,065
"Kanawha County, West Virginia",185710,54,039
"Kandiyohi County, Minnesota",42658,27,067
"Kane County, Illinois",530839,17,089
"Kane County, Utah",7350,49,025
"Kankakee County, Illinois",111061,17,091
"Karnes County, Texas",15387,48,255
"Kauai County, Hawaii",71377,15,007
"Kaufman County, Texas",118910,48,257
"Kay County, Oklahoma",44880,40,071
"Kearney County, Nebraska",6552,31,099
"Kearny County, Kansas",3932,20,093
"Keith County, Nebraska",8099,31,101
"Kemper County, Mississippi",10107,28,069
"Kenai Peninsula Borough, Alaska",58220,02,122
"Kendall County, Illinois",124626,17,093
"Kendall County, Texas",41982,48,259
"Kenedy County, Texas",595,48,261
"Kennebec County, Maine",121545,23,011
"Kenosha County, Wisconsin",168330,55,059
"Kent County, Delaware",174822,10,001
"Kent County, Maryland",19593,24,029
"Kent County, Michigan",643140,26,081
"Kent County, Rhode Island",163861,44,003
"Kent County, Texas",749,48,263
"Kenton County, Kentucky",164688,21,117
"Keokuk County, Iowa",10200,19,107
"Kern County, California",883053,06,029
"Kerr County, Texas",51365,48,265
"Kershaw County, South Carolina",64361,45,055
"Ketchikan Gateway Borough, Alaska",13804,02,130
"Kewaunee County, Wisconsin",20360,55,061
"Keweenaw County, Michigan",2130,26,083
"Keya Paha County, Nebraska",792,31,103
"Kidder County, North Dakota",2460,38,043
"Kimball County, Nebraska",3667,31,105
"Kimble County, Texas",4408,48,267
"King County, Texas",228,48,269
"King County, Washington",2163257,53,033
"King George County, Virginia",25890,51,099
"King William County, Virginia",16497,51,101
"King and Queen County, Virginia",7052,51,097
"Kingfisher County, Oklahoma",15618,40,073
"Kingman County, Kansas",7470,20,095
"Kings County, California",150075,06,031
"Kings County, New York",2600747,36,047
"Kingsbury County, South Dakota",4967,46,077
"Kinney County, Texas",3675,48,271
"Kiowa County, Colorado",1449,08,061
"Kiowa County, Kansas",2526,20,097
"Kiowa County, Oklahoma",9001,40,075
"Kit Carson County, Colorado",7635,08,063
"Kitsap County, Washington",262475,53,035
"Kittitas County, Washington",44825,53,037
"Kittson County, Minnesota",4337,27,069
"Klamath County, Oregon",66310,41,035
"Kleberg County, Texas",31425,48,273
"Klickitat County, Washington",21396,53,039
"Knott County, Kentucky",15513,21,119
"Knox County, Illinois",50999,17,095
"Knox County, Indiana",37409,18,083
"Knox County, Kentucky",31467,21,121
"Knox County, Maine",39823,23,013
"Knox County, Missouri",3951,29,103
"Knox County, Nebraska",8460,31,107
"Knox County, Ohio",61215,39,083
"Knox County, Tennessee",456185,47,093
"Knox County, Texas",3733,48,275
"Kodiak Island Borough, Alaska",13649,02,150
"Koochiching County, Minnesota",12644,27,071
"Kootenai County, Idaho",153605,16,055
"Kosciusko County, Indiana",78806,18,085
"Kossuth County, Iowa",15075,19,109
"Kusilvak Census Area, Alaska",8198,02,158
"La Crosse County, Wisconsin",117850,55,063
"La Paz County, Arizona",20701,04,012
"La Plata County, Colorado",55101,08,067
"La Salle County, Texas",7409,48,283
"LaGrange County, Indiana",38942,18,087
"LaMoure County, North Dakota",4100,38,045
"LaPorte County, Indiana",110552,18,091
"LaSalle County, Illinois",110401,17,099
"LaSalle Parish, Louisiana",14949,22,059
"Labette County, Kansas",20367,20,099
"Lac qui Parle County, Minnesota",6773,27,073
"Lackawanna County, Pennsylvania",211454,42,069
"Laclede County, Missouri",35507,29,105
"Lafayette County, Arkansas",6915,05,073
"Lafayette County, Florida",8744,12,067
"Lafayette County, Mississippi",53459,28,071
"Lafayette County, Missouri",32589,29,107
"Lafayette County, Wisconsin",16735,55,065
"Lafayette Parish, Louisiana",240091,22,055
"Lafourche Parish, Louisiana",98214,22,057
"Lajas Municipio, Puerto Rico",23315,72,079
"Lake County, California",64148,06,033
"Lake County, Colorado",7585,08,065
"Lake County, Florida",335362,12,069
"Lake County, Illinois",703619,17,097
"Lake County, Indiana",486849,18,089
"Lake County, Michigan",11763,26,085
"Lake County, Minnesota",10569,27,075
"Lake County, Montana",29774,30,047
"Lake County, Ohio",230052,39,085
"Lake County, Oregon",7843,41,037
"Lake County, South Dakota",12574,46,079
"Lake County, Tennessee",7526,47,095
"Lake and Peninsula Borough, Alaska",1375,02,164
"Lake of the Woods County, Minnesota",3809,27,077
"Lamar County, Alabama",13933,01,075
"Lamar County, Georgia",18513,13,171
"Lamar County, Mississippi",61223,28,073
"Lamar County, Texas",49532,48,277
"Lamb County, Texas",13262,48,279
"Lamoille County, Vermont",25268,50,015
"Lampasas County, Texas",20640,48,281
"Lancaster County, Nebraska",310094,31,109
"Lancaster County, Pennsylvania",538347,42,071
"Lancaster County, South Carolina",89546,45,057
"Lancaster County, Virginia",10804,51,103
"Lander County, Nevada",5746,32,015
"Lane County, Kansas",1642,20,101
"Lane County, Oregon",368882,41,039
"Langlade County, Wisconsin",19164,55,067
"Lanier County, Georgia",10366,13,173
"Lapeer County, Michigan",88202,26,087
"Laramie County, Wyoming",97692,56,021
"Lares Municipio, Puerto Rico",26451,72,081
"Larimer County, Colorado",338161,08,069
"Larue County, Kentucky",14156,21,123
"Las Animas County, Colorado",14179,08,071
"Las Marías Municipio, Puerto Rico",8599,72,083
"Las Piedras Municipio, Puerto Rico",37768,72,085
"Lassen County, California",31185,06,035
"Latah County, Idaho",39239,16,057
"Latimer County, Oklahoma",10495,40,077
"Lauderdale County, Alabama",92585,01,077
"Lauderdale County, Mississippi",77323,28,075
"Lauderdale County, Tennessee",26297,47,097
"Laurel County, Kentucky",60180,21,125
"Laurens County, Georgia",47418,13,175
"Laurens County, South Carolina",66710,45,059
"Lavaca County, Texas",19941,48,285
"Lawrence County, Alabama",33171,01,079
"Lawrence County, Arkansas",16669,05,075
"Lawrence County, Illinois",16189,17,101
"Lawrence County, Indiana",45619,18,093
"Lawrence County, Kentucky",15783,21,127
"Lawrence County, Mississippi",12630,28,077
"Lawrence County, Missouri",38133,29,109
"Lawrence County, Ohio",60622,39,087
"Lawrence County, Pennsylvania",87382,42,073
"Lawrence County, South Dakota",25234,46,081
"Lawrence County, Tennessee",42937,47,099
"Le Flore County, Oklahoma",49909,40,079
"Le Sueur County, Minnesota",27983,27,079
"Lea County, New Mexico",70126,35,025
"Leake County, Mississippi",22870,28,079
"Leavenworth County, Kansas",80042,20,103
"Lebanon County, Pennsylvania",138674,42,075
"Lee County, Alabama",159287,01,081
"Lee County, Arkansas",9398,05,077
"Lee County, Florida",718679,12,071
"Lee County, Georgia",29348,13,177
"Lee County, Illinois",34527,17,103
"Lee County, Iowa",34541,19,111
"Lee County, Kentucky",6751,21,129
"Lee County, Mississippi",84915,28,081
"Lee County, North Carolina",60125,37,105
"Lee County, South Carolina",17606,45,061
"Lee County, Texas",16952,48,287
"Lee County, Virginia",24134,51,105
"Leelanau County, Michigan",21639,26,089
"Leflore County, Mississippi",29804,28,083
"Lehigh County, Pennsylvania",362613,42,077
"Lemhi County, Idaho",7798,16,059
"Lenawee County, Michigan",98474,26,091
"Lenoir County, North Carolina",57227,37,107
"Leon County, Florida",288102,12,073
"Leon County, Texas",17098,48,289
"Leslie County, Kentucky",10472,21,131
"Letcher County, Kentucky",22676,21,133
"Levy County, Florida",39961,12,075
"Lewis County, Idaho",3845,16,061
"Lewis County, Kentucky",13490,21,135
"Lewis County, Missouri",10027,29,111
"Lewis County, New York",26719,36,049
"Lewis County, Tennessee",11956,47,101
"Lewis County, Washington",76947,53,041
"Lewis County, West Virginia",16276,54,041
"Lewis and Clark County, Montana",67077,30,049
"Lexington County, South Carolina",286316,45,063
"Lexington city, Virginia",7110,51,678
"Liberty County, Florida",8365,12,077
"Liberty County, Georgia",62108,13,179
"Liberty County, Montana",2280,30,051
"Liberty County, Texas",81862,48,291
"Licking County, Ohio",172293,39,089
"Limestone County, Alabama",93052,01,083
"Limestone County, Texas",23515,48,293
"Lincoln County, Arkansas",13695,05,079
"Lincoln County, Colorado",5548,08,073
"Lincoln County, Georgia",7799,13,181
"Lincoln County, Idaho",5321,16,063
"Lincoln County, Kansas",3097,20,105
"Lincoln County, Kentucky",24458,21,137
"Lincoln County, Maine",34067,23,015
"Lincoln County, Minnesota",5707,27,081
"Lincoln County, Mississippi",34432,28,085
"Lincoln County, Missouri",55563,29,113
"Lincoln County, Montana",19358,30,053
"Lincoln County, Nebraska",35433,31,111
"Lincoln County, Nevada",5174,32,017
"Lincoln County, New Mexico",19482,35,027
"Lincoln County, North Carolina",81441,37,109
"Lincoln County, Oklahoma",34854,40,081
"Lincoln County, Oregon",47881,41,041
"Lincoln County, South Dakota",54914,46,083
"Lincoln County, Tennessee",33711,47,103
"Lincoln County, Washington",10435,53,043
"Lincoln County, West Virginia",21078,54,043
"Lincoln County, Wisconsin",27848,55,069
"Lincoln County, Wyoming",19011,56,023
"Lincoln Parish, Louisiana",47356,22,061
"Linn County, Iowa",222121,19,113
"Linn County, Kansas",9635,20,107
"Linn County, Missouri",12186,29,115
"Linn County, Oregon",122870,41,043
"Lipscomb County, Texas",3469,48,295
"Litchfield County, Connecticut",183031,09,005
"Little River County, Arkansas",12417,05,081
"Live Oak County, Texas",12123,48,297
"Livingston County, Illinois",36324,17,105
"Livingston County, Kentucky",9263,21,139
"Livingston County, Michigan",188482,26,093
"Livingston County, Missouri",15076,29,117
"Livingston County, New York",63907,36,051
"Livingston Parish, Louisiana",138111,22,063
"Llano County, Texas",20640,48,299
"Logan County, Arkansas",21757,05,083
"Logan County, Colorado",21689,08,075
"Logan County, Illinois",29207,17,107
"Logan County, Kansas",2810,20,109
"Logan County, Kentucky",26849,21,141
"Logan County, Nebraska",886,31,113
"Logan County, North Dakota",1927,38,047
"Logan County, Ohio",45307,39,091
"Logan County, Oklahoma",46044,40,083
"Logan County, West Virginia",33801,54,045
"Long County, Georgia",18156,13,183
"Lonoke County, Arkansas",72206,05,085
"Lorain County, Ohio",306713,39,093
"Los Alamos County, New Mexico",18356,35,028
"Los Angeles County, California",10098052,06,037
"Loudon County, Tennessee",51610,47,105
"Loudoun County, Virginia",385143,51,107
"Louisa County, Iowa",11223,19,115
"Louisa County, Virginia",35380,51,109
"Loup County, Nebraska",585,31,115
"Love County, Oklahoma",9933,40,085
"Loving County, Texas",102,48,301
"Lowndes County, Alabama",10236,01,085
"Lowndes County, Georgia",114582,13,185
"Lowndes County, Mississippi",59437,28,087
"Loíza Municipio, Puerto Rico",26463,72,087
"Lubbock County, Texas",301454,48,303
"Lucas County, Iowa",8597,19,117
"Lucas County, Ohio",432379,39,095
"Luce County, Michigan",6364,26,095
"Lumpkin County, Georgia",31951,13,187
"Luna County, New Mexico",24264,35,029
"Lunenburg County, Virginia",12278,51,111
"Luquillo Municipio, Puerto Rico",18547,72,089
"Luzerne County, Pennsylvania",317884,42,079
"Lycoming County, Pennsylvania",114859,42,081
"Lyman County, South Dakota",3869,46,085
"Lynchburg city, Virginia",80131,51,680
"Lynn County, Texas",5808,48,305
"Lyon County, Iowa",11769,19,119
"Lyon County, Kansas",33299,20,111
"Lyon County, Kentucky",8186,21,143
"Lyon County, Minnesota",25839,27,083
"Lyon County, Nevada",53155,32,019
"Mackinac County, Michigan",10817,26,097
"Macomb County, Michigan",868704,26,099
"Macon County, Alabama",19054,01,087
"Macon County, Georgia",13480,13,193
"Macon County, Illinois",106512,17,115
"Macon County, Missouri",15254,29,121
"Macon County, North Carolina",34410,37,113
"Macon County, Tennessee",23487,47,111
"Macoupin County, Illinois",45719,17,117
"Madera County, California",155013,06,039
"Madison County, Alabama",357560,01,089
"Madison County, Arkansas",16076,05,087
"Madison County, Florida",18474,12,079
"Madison County, Georgia",28900,13,195
"Madison County, Idaho",38705,16,065
"Madison County, Illinois",265670,17,119
"Madison County, Indiana",129505,18,095
"Madison County, Iowa",15890,19,121
"Madison County, Kentucky",89700,21,151
"Madison County, Mississippi",103498,28,089
"Madison County, Missouri",12205,29,123
"Madison County, Montana",8218,30,057
"Madison County, Nebraska",35164,31,119
"Madison County, New York",71359,36,053
"Madison County, North Carolina",21405,37,115
"Madison County, Ohio",43988,39,097
"Madison County, Tennessee",97682,47,113
"Madison County, Texas",14128,48,313
"Madison County, Virginia",13139,51,113
"Madison Parish, Louisiana",11472,22,065
"Magoffin County, Kentucky",12666,21,153
"Mahaska County, Iowa",22208,19,123
"Mahnomen County, Minnesota",5506,27,087
"Mahoning County, Ohio",231064,39,099
"Major County, Oklahoma",7718,40,093
"Malheur County, Oregon",30431,41,045
"Manassas Park city, Virginia",16423,51,685
"Manassas city, Virginia",41457,51,683
"Manatee County, Florida",373853,12,081
"Manatí Municipio, Puerto Rico",39692,72,091
"Manistee County, Michigan",24444,26,101
"Manitowoc County, Wisconsin",79407,55,071
"Marathon County, Wisconsin",135264,55,073
"Marengo County, Alabama",19538,01,091
"Maricao Municipio, Puerto Rico",6202,72,093
"Maricopa County, Arizona",4253913,04,013
"Maries County, Missouri",8884,29,125
"Marin County, California",260295,06,041
"Marinette County, Wisconsin",40537,55,075
"Marion County, Alabama",29965,01,093
"Marion County, Arkansas",16438,05,089
"Marion County, Florida",348371,12,083
"Marion County, Georgia",8484,13,197
"Marion County, Illinois",38084,17,121
"Marion County, Indiana",944523,18,097
"Marion County, Iowa",33207,19,125
"Marion County, Kansas",12032,20,115
"Marion County, Kentucky",19232,21,155
"Marion County, Mississippi",25202,28,091
"Marion County, Missouri",28672,29,127
"Marion County, Ohio",65344,39,101
"Marion County, Oregon",335553,41,047
"Marion County, South Carolina",31562,45,067
"Marion County, Tennessee",28417,47,115
"Marion County, Texas",10083,48,315
"Marion County, West Virginia",56497,54,049
"Mariposa County, California",17540,06,043
"Marlboro County, South Carolina",27131,45,069
"Marquette County, Michigan",66939,26,103
"Marquette County, Wisconsin",15207,55,077
"Marshall County, Alabama",95145,01,095
"Marshall County, Illinois",11794,17,123
"Marshall County, Indiana",46595,18,099
"Marshall County, Iowa",40271,19,127
"Marshall County, Kansas",9798,20,117
"Marshall County, Kentucky",31166,21,157
"Marshall County, Minnesota",9392,27,089
"Marshall County, Mississippi",35787,28,093
"Marshall County, Oklahoma",16376,40,095
"Marshall County, South Dakota",4895,46,091
"Marshall County, Tennessee",32269,47,117
"Marshall County, West Virginia",31645,54,051
"Martin County, Florida",157581,12,085
"Martin County, Indiana",10210,18,101
"Martin County, Kentucky",11919,21,159
"Martin County, Minnesota",19964,27,091
"Martin County, North Carolina",23054,37,117
"Martin County, Texas",5614,48,317
"Martinsville city, Virginia",13101,51,690
"Mason County, Illinois",13778,17,125
"Mason County, Kentucky",17153,21,161
"Mason County, Michigan",28884,26,105
"Mason County, Texas",4161,48,319
"Mason County, Washington",62627,53,045
"Mason County, West Virginia",26939,54,053
"Massac County, Illinois",14430,17,127
"Matagorda County, Texas",36743,48,321
"Matanuska-Susitna Borough, Alaska",103464,02,170
"Mathews County, Virginia",8796,51,115
"Maui County, Hawaii",165281,15,009
"Maunabo Municipio, Puerto Rico",11023,72,095
"Maury County, Tennessee",89776,47,119
"Maverick County, Texas",57970,48,323
"Mayagüez Municipio, Puerto Rico",77255,72,097
"Mayes County, Oklahoma",40980,40,097
"McClain County, Oklahoma",38634,40,087
"McCone County, Montana",1630,30,055
"McCook County, South Dakota",5511,46,087
"McCormick County, South Carolina",9606,45,065
"McCracken County, Kentucky",65284,21,145
"McCreary County, Kentucky",17635,21,147
"McCulloch County, Texas",8098,48,307
"McCurtain County, Oklahoma",32966,40,089
"McDonald County, Missouri",22827,29,119
"McDonough County, Illinois",30875,17,109
"McDowell County, North Carolina",45109,37,111
"McDowell County, West Virginia",19217,54,047
"McDuffie County, Georgia",21498,13,189
"McHenry County, Illinois",307789,17,111
"McHenry County, North Dakota",5927,38,049
"McIntosh County, Georgia",14120,13,191
"McIntosh County, North Dakota",2654,38,051
"McIntosh County, Oklahoma",19819,40,091
"McKean County, Pennsylvania",41806,42,083
"McKenzie County, North Dakota",12536,38,053
"McKinley County, New Mexico",72849,35,031
"McLean County, Illinois",173219,17,113
"McLean County, Kentucky",9331,21,149
"McLean County, North Dakota",9608,38,055
"McLennan County, Texas",248429,48,309
"McLeod County, Minnesota",35825,27,085
"McMinn County, Tennessee",52773,47,107
"McMullen County, Texas",662,48,311
"McNairy County, Tennessee",25903,47,109
"McPherson County, Kansas",28630,20,113
"McPherson County, Nebraska",454,31,117
"McPherson County, South Dakota",2364,46,089
"Meade County, Kansas",4261,20,119
"Meade County, Kentucky",28326,21,163
"Meade County, South Dakota",27424,46,093
"Meagher County, Montana",1968,30,059
"Mecklenburg County, North Carolina",1054314,37,119
"Mecklenburg County, Virginia",30847,51,117
"Mecosta County, Michigan",43264,26,107
"Medina County, Ohio",177257,39,103
"Medina County, Texas",49334,48,325
"Meeker County, Minnesota",23079,27,093
"Meigs County, Ohio",23160,39,105
"Meigs County, Tennessee",11962,47,121
"Mellette County, South Dakota",2055,46,095
"Menard County, Illinois",12367,17,129
"Menard County, Texas",2123,48,327
"Mendocino County, California",87422,06,045
"Menifee County, Kentucky",6405,21,165
"Menominee County, Michigan",23234,26,109
"Menominee County, Wisconsin",4579,55,078
"Merced County, California",269075,06,047
"Mercer County, Illinois",15693,17,131
"Mercer County, Kentucky",21516,21,167
"Mercer County, Missouri",3664,29,129
"Mercer County, New Jersey",368762,34,021
"Mercer County, North Dakota",8570,38,057
"Mercer County, Ohio",40806,39,107
"Mercer County, Pennsylvania",112630,42,085
"Mercer County, West Virginia",60486,54,055
"Meriwether County, Georgia",21113,13,199
"Merrick County, Nebraska",7803,31,121
"Merrimack County, New Hampshire",149452,33,013
"Mesa County, Colorado",149998,08,077
"Metcalfe County, Kentucky",10004,21,169
"Miami County, Indiana",35901,18,103
"Miami County, Kansas",33127,20,121
"Miami County, Ohio",104800,39,109
"Miami-Dade County, Florida",2715516,12,086
"Middlesex County, Connecticut",163368,09,007
"Middlesex County, Massachusetts",1595192,25,017
"Middlesex County, New Jersey",826698,34,023
"Middlesex County, Virginia",10700,51,119
"Midland County, Michigan",83389,26,111
"Midland County, Texas",164194,48,329
"Mifflin County, Pennsylvania",46362,42,087
"Milam County, Texas",24664,48,331
"Millard County, Utah",12733,49,027
"Mille Lacs County, Minnesota",25728,27,095
"Miller County, Arkansas",43759,05,091
"Miller County, Georgia",5836,13,201
"Miller County, Missouri",25049,29,131
"Mills County, Iowa",14957,19,129
"Mills County, Texas",4902,48,333
"Milwaukee County, Wisconsin",954209,55,079
"Miner County, South Dakota",2229,46,097
"Mineral County, Colorado",823,08,079
"Mineral County, Montana",4211,30,061
"Mineral County, Nevada",4448,32,021
"Mineral County, West Virginia",27278,54,057
"Mingo County, West Virginia",24741,54,059
"Minidoka County, Idaho",20615,16,067
"Minnehaha County, South Dakota",186749,46,099
"Missaukee County, Michigan",15006,26,113
"Mississippi County, Arkansas",42831,05,093
"Mississippi County, Missouri",13748,29,133
"Missoula County, Montana",115983,30,063
"Mitchell County, Georgia",22432,13,205
"Mitchell County, Iowa",10631,19,131
"Mitchell County, Kansas",6222,20,123
"Mitchell County, North Carolina",15040,37,121
"Mitchell County, Texas",8558,48,335
"Mobile County, Alabama",414659,01,097
"Moca Municipio, Puerto Rico",36872,72,099
"Modoc County, California",8938,06,049
"Moffat County, Colorado",13060,08,081
"Mohave County, Arizona",206064,04,015
"Moniteau County, Missouri",15958,29,135
"Monmouth County, New Jersey",623387,34,025
"Mono County, California",14174,06,051
"Monona County, Iowa",8796,19,133
"Monongalia County, West Virginia",105252,54,061
"Monroe County, Alabama",21512,01,099
"Monroe County, Arkansas",7249,05,095
"Monroe County, Florida",76325,12,087
"Monroe County, Georgia",27010,13,207
"Monroe County, Illinois",33936,17,133
"Monroe County, Indiana",145403,18,105
"Monroe County, Iowa",7863,19,135
"Monroe County, Kentucky",10634,21,171
"Monroe County, Michigan",149699,26,115
"Monroe County, Mississippi",35840,28,095
"Monroe County, Missouri",8654,29,137
"Monroe County, New York",744248,36,055
"Monroe County, Ohio",14090,39,111
"Monroe County, Pennsylvania",167586,42,089
"Monroe County, Tennessee",45876,47,123
"Monroe County, West Virginia",13467,54,063
"Monroe County, Wisconsin",45502,55,081
"Montague County, Texas",19409,48,337
"Montcalm County, Michigan",63209,26,117
"Monterey County, California",433212,06,053
"Montezuma County, Colorado",25909,08,083
"Montgomery County, Alabama",226941,01,101
"Montgomery County, Arkansas",8993,05,097
"Montgomery County, Georgia",9036,13,209
"Montgomery County, Illinois",29009,17,135
"Montgomery County, Indiana",38276,18,107
"Montgomery County, Iowa",10155,19,137
"Montgomery County, Kansas",32970,20,125
"Montgomery County, Kentucky",27759,21,173
"Montgomery County, Maryland",1040133,24,031
"Montgomery County, Mississippi",10198,28,097
"Montgomery County, Missouri",11545,29,139
"Montgomery County, New York",49426,36,057
"Montgomery County, North Carolina",27338,37,123
"Montgomery County, Ohio",532034,39,113
"Montgomery County, Pennsylvania",821301,42,091
"Montgomery County, Tennessee",196387,47,125
"Montgomery County, Texas",554445,48,339
"Montgomery County, Virginia",97997,51,121
"Montmorency County, Michigan",9261,26,119
"Montour County, Pennsylvania",18294,42,093
"Montrose County, Colorado",41268,08,085
"Moody County, South Dakota",6506,46,101
"Moore County, North Carolina",95629,37,125
"Moore County, Tennessee",6322,47,127
"Moore County, Texas",21801,48,341
"Mora County, New Mexico",4563,35,033
"Morehouse Parish, Louisiana",25992,22,067
"Morgan County, Alabama",119122,01,103
"Morgan County, Colorado",28257,08,087
"Morgan County, Georgia",18235,13,211
"Morgan County, Illinois",34426,17,137
"Morgan County, Indiana",69727,18,109
"Morgan County, Kentucky",13285,21,175
"Morgan County, Missouri",20137,29,141
"Morgan County, Ohio",14702,39,115
"Morgan County, Tennessee",21596,47,129
"Morgan County, Utah",11391,49,029
"Morgan County, West Virginia",17624,54,065
"Morovis Municipio, Puerto Rico",31320,72,101
"Morrill County, Nebraska",4841,31,123
"Morris County, Kansas",5566,20,127
"Morris County, New Jersey",494383,34,027
"Morris County, Texas",12424,48,343
"Morrison County, Minnesota",32949,27,097
"Morrow County, Ohio",34976,39,117
"Morrow County, Oregon",11215,41,049
"Morton County, Kansas",2838,20,129
"Morton County, North Dakota",30544,38,059
"Motley County, Texas",1156,48,345
"Moultrie County, Illinois",14703,17,139
"Mountrail County, North Dakota",10152,38,061
"Mower County, Minnesota",39602,27,099
"Muhlenberg County, Kentucky",31081,21,177
"Multnomah County, Oregon",798647,41,051
"Murray County, Georgia",39557,13,213
"Murray County, Minnesota",8353,27,101
"Murray County, Oklahoma",13875,40,099
"Muscatine County, Iowa",42950,19,139
"Muscogee County, Georgia",196670,13,215
"Muskegon County, Michigan",173043,26,121
"Muskingum County, Ohio",86076,39,119
"Muskogee County, Oklahoma",69084,40,101
"Musselshell County, Montana",4807,30,065
"Nacogdoches County, Texas",65558,48,347
"Naguabo Municipio, Puerto Rico",26266,72,103
"Nance County, Nebraska",3554,31,125
"Nantucket County, Massachusetts",11101,25,019
"Napa County, California",140530,06,055
"Naranjito Municipio, Puerto Rico",28557,72,105
"Nash County, North Carolina",94003,37,127
"Nassau County, Florida",80578,12,089
"Nassau County, New York",1356564,36,059
"Natchitoches Parish, Louisiana",38963,22,069
"Natrona County, Wyoming",80610,56,025
"Navajo County, Arizona",108705,04,017
"Navarro County, Texas",48583,48,349
"Nelson County, Kentucky",45388,21,179
"Nelson County, North Dakota",2920,38,063
"Nelson County, Virginia",14812,51,125
"Nemaha County, Kansas",10104,20,131
"Nemaha County, Nebraska",7004,31,127
"Neosho County, Kansas",16125,20,133
"Neshoba County, Mississippi",29376,28,099
"Ness County, Kansas",2955,20,135
"Nevada County, Arkansas",8440,05,099
"Nevada County, California",99092,06,057
"New Castle County, Delaware",555133,10,003
"New Hanover County, North Carolina",224231,37,129
"New Haven County, Connecticut",859339,09,009
"New Kent County, Virginia",21103,51,127
"New London County, Connecticut",268881,09,011
"New Madrid County, Missouri",17811,29,143
"New York County, New York",1632480,36,061
"Newaygo County, Michigan",48142,26,123
"Newberry County, South Carolina",38068,45,071
"Newport County, Rhode Island",83075,44,005
"Newport News city, Virginia",180145,51,700
"Newton County, Arkansas",7848,05,101
"Newton County, Georgia",106497,13,217
"Newton County, Indiana",14018,18,111
"Newton County, Mississippi",21524,28,101
"Newton County, Missouri",58202,29,145
"Newton County, Texas",14057,48,351
"Nez Perce County, Idaho",40155,16,069
"Niagara County, New York",211704,36,063
"Nicholas County, Kentucky",7100,21,181
"Nicholas County, West Virginia",25324,54,067
"Nicollet County, Minnesota",33783,27,103
"Niobrara County, Wyoming",2448,56,027
"Noble County, Indiana",47451,18,113
"Noble County, Ohio",14443,39,121
"Noble County, Oklahoma",11411,40,103
